PlayerID,Name,Age,Team,Nacionalidad,Position,PreferredFoot,Matches,Minutes,Goals,Assists,Shots,Passes,PassAccuracy,Tackles,Interceptions,Dribbles,Fouls,YellowCards,RedCards,ValueMercado,Wages,Height,Weight,SprintSpeed,Stamina,OverallRating,Potential,Recomendado_para_Scouting,stat_1,stat_2,stat_3,stat_4,stat_5,stat_6,stat_7,stat_8,stat_9,stat_10,stat_11,stat_12,stat_13,stat_14,stat_15,stat_16,stat_17,stat_18,stat_19,stat_20,stat_21,stat_22,stat_23,stat_24,stat_25,stat_26,stat_27,stat_28,stat_29,stat_30,stat_31,stat_32,stat_33,stat_34,stat_35,stat_36,stat_37,stat_38,stat_39,stat_40,stat_41,stat_42,stat_43,stat_44,stat_45,stat_46,stat_47,stat_48,stat_49,stat_50,stat_51,stat_52,stat_53,stat_54,stat_55,stat_56,stat_57,stat_58,stat_59,stat_60,stat_61,stat_62,stat_63,stat_64,stat_65,stat_66,stat_67,stat_68,stat_69,stat_70,stat_71
P100125,Player_0126,22,Deportivo Sol,Perú,GK,Izquierdo,18,1566,0.0,,21,1060,86.4114460492999,21,15,15,12,0,0,370.0,6.133105536260578,184.86977595427987,68.0260189176876,51.5635196770055,67.85485393151927,58,59,No,42.43,50.65,66.01,44.78,16.21,47.16,47.66,46.63,40.59,53.26,50.99,49.63,56.19,43.55,42.7,70.7,58.39,62.4,68.39,57.89,63.93,26.31,53.06,47.26,75.17,63.91,40.54,55.59,52.52,56.81,34.72,55.4,46.58,54.24,39.13,41.22,67.61,34.23,35.33,49.23,38.42,36.72,51.58,27.42,34.88,80.81,56.89,38.8,56.27,58.51,64.92,48.09,64.65,19.42,34.16,52.46,54.94,36.32,53.89,40.64,45.85,65.37,63.63,35.04,34.14,43.83,49.6,40.13,65.61,55.21,56.09
P100126,Player_0127,19,City Club,España,MID,Izquierdo,20,1680,2.0,1.0,26,1350,82.5690748401673,16,7,12,7,3,0,201.0,2.292967817207029,,91.14424821459386,70.23664978155475,70.1407835388097,71,74,No,55.48,66.07,42.64,21.83,55.72,39.27,48.45,52.22,58.3,63.4,67.54,69.79,51.56,24.67,40.86,71.12,52.23,82.68,44.32,84.69,49.98,43.7,39.33,59.9,28.8,41.75,49.21,16.13,48.54,75.81,56.48,40.13,42.83,55.06,42.34,57.03,41.92,34.64,67.71,60.64,21.67,44.95,65.64,47.51,41.29,46.21,51.66,47.31,48.76,47.75,35.4,34.62,33.65,51.37,58.74,35.88,27.5,36.93,71.04,45.3,46.79,38.03,58.58,48.15,39.1,34.54,55.67,53.96,31.43,68.41,40.37
P100127,Player_0128,16,Porto Azul,Argentina,DEF,Derecho,32,2080,0.0,1.0,17,1458,73.37290302621248,17,7,11,7,1,0,3412.0,132.9271354126096,165.12253489206387,64.88088924717833,70.44166407193866,62.701520516073494,45,48,No,70.24,34.49,47.94,35.36,45.06,47.62,65.79,38.09,36.89,39.25,40.86,45.23,54.94,38.22,51.72,51.91,58.31,46.84,62.48,55.54,54.86,41.74,54.12,55.28,41.04,67.91,89.35,40.14,42.95,43.32,30.36,36.86,62.86,48.77,78.79,45.67,56.25,36.44,48.35,51.32,18.44,37.63,59.54,58.74,31.27,44.59,14.46,49.95,68.9,69.55,69.02,57.9,67.37,47.16,42.17,67.11,54.33,23.07,68.25,46.7,39.99,64.68,62.66,35.65,47.64,36.37,36.77,5.11,34.79,47.43,7.5
P100128,Player_0129,19,City Club,Colombia,DEF,Derecho,19,1710,0.0,0.0,25,1182,74.87040653278976,19,11,13,10,0,0,50.0,0.7338271443511828,181.45659998213804,77.91894399991426,71.27802196764908,76.31962763782369,50,57,No,46.01,60.44,72.07,63.61,66.35,39.96,62.06,79.53,39.67,77.0,41.76,37.22,54.44,60.74,63.68,35.57,56.52,39.72,27.67,36.07,38.74,57.82,67.28,27.9,55.28,32.35,59.44,40.66,34.23,61.99,41.2,45.26,16.7,64.2,62.31,50.08,27.09,68.14,40.01,43.2,84.68,39.45,61.13,58.43,55.85,54.23,55.65,54.08,49.22,72.67,30.31,65.32,62.34,60.48,66.75,48.61,21.97,48.92,35.13,39.02,31.36,42.84,41.05,14.34,60.5,83.3,59.09,46.96,49.18,43.69,51.35
P100129,Player_0130,24,Universidad A,Colombia,FWD,Izquierdo,19,1482,6.0,2.0,27,747,75.64762148827018,20,9,14,6,3,0,210.0,8.640048370239443,175.9716163228972,60.0,57.26010235484064,60.719715929685165,67,71,No,48.28,24.04,63.97,59.94,71.11,50.04,66.18,35.84,21.38,38.73,46.91,55.41,69.21,54.83,83.86,51.8,51.51,55.07,55.68,55.47,31.52,62.78,87.59,36.76,49.38,29.41,61.28,61.26,27.44,30.31,18.78,73.56,37.42,47.99,44.5,64.83,59.9,59.1,37.82,60.22,63.93,59.78,30.66,33.05,76.06,79.16,48.95,48.93,52.36,58.69,28.36,53.46,34.54,49.7,36.74,40.28,52.72,40.74,33.52,71.8,33.73,15.34,58.53,45.65,49.56,52.37,69.06,77.96,53.8,32.36,52.19
P100130,Player_0131,27,Porto Azul,Perú,FWD,Derecho,14,1078,1.0,0.0,25,1301,71.4716639920908,23,8,16,8,2,0,307.0,7.088720549031876,172.17355059788338,77.80280256644397,66.87836395231795,72.05714110552789,62,68,No,47.32,50.59,53.57,29.02,71.1,49.43,76.09,50.72,46.79,42.33,59.63,57.81,29.99,41.47,60.84,40.33,37.74,52.94,51.31,43.04,76.51,47.76,31.03,25.72,65.34,33.54,50.46,36.89,48.47,55.22,29.52,43.16,39.9,35.52,44.37,40.64,63.09,39.26,56.76,56.24,27.48,42.41,48.35,53.98,46.45,65.63,51.57,56.68,41.12,56.9,79.05,57.9,66.55,45.63,63.86,65.17,53.68,48.88,27.57,49.51,58.48,38.52,30.95,51.53,53.46,29.79,50.61,54.35,69.82,42.85,81.3
P100131,Player_0132,25,City Club,Colombia,FWD,Derecho,15,1350,5.0,4.0,27,639,75.22214380078191,13,13,10,6,1,0,701.0,16.628386588790182,,75.65047657885641,80.77336381116588,75.08818200167558,77,78,No,58.34,63.85,56.76,43.76,48.0,45.21,36.28,36.68,65.42,22.58,74.26,44.86,38.41,61.1,72.28,66.76,57.53,66.3,24.25,42.17,36.33,68.37,44.25,62.68,58.04,37.07,41.2,69.41,38.37,51.87,38.26,45.29,49.31,38.26,35.59,54.29,37.33,37.84,35.91,48.83,64.16,72.6,39.11,82.25,34.93,66.25,39.17,36.94,38.83,49.21,58.7,60.05,35.84,35.16,36.25,48.33,46.85,35.75,54.04,83.94,42.43,43.5,58.39,41.62,60.03,39.22,77.48,55.17,40.7,41.17,42.29
P100132,Player_0133,30,Independiente,Colombia,FWD,Derecho,16,1152,4.0,3.0,40,619,60.71155202120583,18,11,16,7,0,0,264.0,8.06982719052588,174.29144325783915,74.12729682306662,77.74249768643628,62.77675943732264,56,64,No,56.67,60.47,61.24,59.3,46.27,39.47,66.49,53.2,38.66,53.22,24.88,51.62,59.84,47.31,60.66,62.2,54.13,76.52,70.31,59.41,55.33,46.15,40.29,61.96,47.01,34.79,37.97,39.95,76.3,62.72,50.51,56.21,57.95,36.97,32.49,65.77,29.75,49.74,39.17,53.31,46.2,58.01,15.33,66.81,61.03,65.17,63.45,54.71,40.38,56.58,54.34,63.15,59.32,51.41,56.5,57.83,66.32,76.04,58.96,57.9,46.66,44.85,39.11,2.0,37.41,47.41,45.41,56.85,37.94,38.6,18.29
P100133,Player_0134,26,Real Verde,España,FWD,Izquierdo,24,1992,6.0,2.0,29,733,78.27165508132134,23,11,15,12,2,0,281.0,3.5074538316222643,165.77821677267514,73.5420654065717,75.50749215899735,75.3978302213923,80,85,No,46.06,65.97,72.44,31.81,62.86,74.69,25.51,49.7,41.85,49.63,67.2,29.06,53.67,41.53,67.66,56.31,47.63,39.23,89.87,54.2,28.7,37.84,56.19,39.05,40.89,64.79,63.46,41.43,67.56,39.34,75.4,58.06,54.35,44.23,40.87,15.1,45.59,49.84,22.61,62.35,47.59,68.22,39.75,68.55,43.26,49.25,53.23,49.38,54.57,21.13,47.91,48.79,20.2,59.64,36.33,64.13,51.29,41.39,65.07,74.93,50.58,70.62,47.36,64.43,44.49,77.39,66.16,57.06,11.99,56.73,31.48
P100134,Player_0135,26,Porto Azul,México,DEF,Izquierdo,24,1440,1.0,0.0,20,1383,77.88751503839437,22,12,10,6,2,0,1435.0,38.5767398290875,183.79775320830356,81.92525025892422,70.70138919440512,69.71203981482078,70,73,Sí,51.54,69.41,23.6,76.97,40.45,22.39,76.6,57.7,58.32,45.02,52.73,47.91,40.64,50.34,51.7,30.18,50.83,23.19,78.81,48.46,33.93,57.7,38.8,49.56,56.83,34.75,79.25,80.67,42.12,33.15,42.05,42.85,66.66,42.31,32.58,51.52,27.64,66.02,59.0,41.0,42.64,53.73,33.45,38.18,46.62,30.22,43.18,33.9,71.39,43.95,35.8,60.12,40.57,33.46,63.31,45.15,62.62,49.77,51.94,58.45,40.48,37.85,68.03,58.68,48.99,61.94,58.1,64.15,32.86,49.04,66.95
P100135,Player_0136,31,City Club,España,FWD,Izquierdo,19,1216,6.0,5.0,30,839,74.85558483297002,20,10,14,8,0,0,322.0,8.62567061467481,178.3992917927527,92.32703793112952,68.71193467044239,89.63485607417745,60,60,No,29.15,39.23,45.17,71.99,43.09,74.63,32.78,38.41,66.9,41.07,66.49,37.61,39.11,59.63,37.82,45.88,55.92,46.21,41.56,31.89,71.74,74.54,54.94,46.52,47.34,62.48,65.48,41.9,66.12,59.23,65.86,25.97,43.71,47.41,42.97,78.76,43.85,57.03,52.29,45.65,39.37,80.84,46.67,63.13,49.86,43.12,51.62,54.62,42.96,38.53,57.14,51.75,40.22,35.92,55.24,21.23,46.09,52.03,76.07,50.16,45.48,54.27,39.25,46.72,50.44,59.44,39.9,49.91,23.13,57.75,46.54
P100136,Player_0137,32,Rangers,Colombia,MID,Izquierdo,12,720,3.0,1.0,27,1105,70.22929774230307,21,13,18,6,0,1,93.0,4.313232377666479,171.87799973315884,73.86602402554175,62.86395543701882,84.3929021372838,63,66,No,56.6,61.63,62.88,35.35,83.09,44.23,71.53,62.13,35.63,43.73,36.91,29.84,46.2,32.02,47.38,78.99,60.45,41.64,40.42,43.98,81.07,33.67,49.97,56.98,68.23,45.01,35.56,54.34,69.72,45.91,37.41,51.65,25.65,46.72,67.67,63.12,47.84,74.89,78.65,59.96,27.98,21.8,70.75,53.67,74.53,29.92,47.58,65.44,39.05,65.22,48.16,50.42,32.25,53.77,82.89,55.82,38.12,70.93,38.58,75.82,30.88,54.09,72.89,37.0,51.25,67.36,16.17,63.9,48.68,71.63,37.59
P100137,Player_0138,19,Atlético Norte,Perú,DEF,Derecho,18,1710,3.0,2.0,20,837,80.77298313980477,16,12,23,3,1,0,586.0,14.077939118152594,178.82323250940556,81.83007795058492,72.79991411691387,69.79099539359221,75,78,No,63.24,35.35,44.88,55.01,57.65,60.94,68.51,32.09,50.36,37.24,44.02,38.68,57.49,65.8,66.61,33.42,48.15,33.01,32.51,40.07,55.15,57.78,59.81,58.89,37.28,67.74,62.05,43.81,44.38,40.14,30.62,59.99,62.33,36.11,31.52,35.95,51.65,29.27,66.92,66.02,56.37,62.15,50.88,56.98,30.5,70.86,42.69,48.07,87.31,46.7,61.09,57.72,30.01,35.0,80.54,58.69,49.75,41.97,54.8,56.23,53.4,66.03,37.0,34.99,65.65,81.69,62.64,69.47,48.88,53.99,53.79
P100138,Player_0139,24,Marítimo,Portugal,GK,Derecho,18,1278,0.0,,16,1423,71.7736584696204,19,6,20,3,1,0,705.0,28.957518349978354,185.31993155637315,64.80286224599499,77.50860874036427,64.10732066764561,70,76,No,43.03,42.09,57.28,61.7,71.97,54.78,41.67,48.46,32.86,60.91,19.1,65.37,67.18,6.04,69.13,65.41,45.65,32.12,37.43,38.62,69.74,43.26,63.58,48.14,50.83,26.43,32.79,69.4,47.66,54.51,77.1,48.09,47.24,68.09,50.19,54.8,64.95,50.0,61.81,48.26,64.72,56.32,46.62,51.11,13.34,67.91,31.18,33.96,43.43,23.11,57.01,55.42,42.7,39.83,39.6,59.22,26.09,43.87,27.06,61.53,44.96,58.2,68.74,69.0,34.67,54.64,66.82,60.45,61.93,23.25,60.22
P100139,Player_0140,21,Marítimo,Brasil,FWD,Derecho,25,1750,11.0,12.0,38,1199,71.07688395963818,17,7,24,14,0,1,397.0,7.9344434730018465,179.162131935122,82.97170092330387,77.1115200447443,75.53393797458956,72,76,Sí,69.08,63.36,67.65,58.12,28.21,35.46,62.76,50.83,59.76,48.67,43.55,59.77,24.09,45.2,51.0,53.13,30.58,31.2,44.1,49.06,73.33,36.83,42.6,73.87,65.96,33.29,60.13,62.49,52.94,32.4,41.07,40.58,57.93,43.56,46.03,40.97,26.62,88.93,56.04,72.08,33.27,72.78,44.05,57.95,64.88,72.66,49.3,34.93,49.78,58.87,41.96,43.65,26.78,35.33,56.66,63.23,66.53,84.14,72.32,47.72,35.96,46.16,41.73,52.49,63.36,57.2,73.64,55.93,30.87,41.45,56.04
P100140,Player_0141,25,Rangers,España,FWD,Izquierdo,19,1254,7.0,,30,1392,80.77997443417088,20,6,13,7,3,0,112.0,1.4807072439009108,169.25181077493409,81.98876522478001,63.51071903885929,63.4604216963002,67,72,No,62.86,47.94,51.76,72.35,32.56,63.7,55.78,46.8,33.59,46.64,37.72,67.8,51.38,39.85,28.44,43.05,68.54,51.67,47.3,75.48,43.78,37.88,56.06,56.29,41.2,38.04,71.71,43.51,28.22,52.89,63.42,47.14,58.06,34.29,59.42,35.67,54.58,61.52,51.48,31.47,32.12,73.9,38.48,61.48,51.78,34.94,42.01,75.5,102.34,45.24,44.2,25.43,25.25,37.14,43.32,49.62,60.35,53.31,60.6,40.79,48.94,44.54,31.0,20.39,39.96,12.79,33.01,58.18,52.7,50.32,67.71
P100141,Player_0142,22,City Club,Perú,MID,Izquierdo,22,1386,1.0,0.0,29,1204,69.15094056731593,17,17,14,11,1,0,149.0,5.920579420066318,178.00811694638787,88.47902877746172,74.50543381498906,77.02718963161703,75,79,No,57.21,39.02,15.65,65.81,35.81,47.43,62.12,50.4,60.54,86.82,58.27,39.07,28.29,60.15,51.22,29.32,67.69,60.86,49.83,82.8,65.35,35.14,67.59,53.82,78.4,64.14,57.26,56.41,32.17,42.32,53.13,29.42,57.01,38.85,44.1,60.66,41.66,57.04,52.17,34.12,63.22,63.99,64.81,78.62,43.83,20.76,40.14,64.39,48.78,28.93,24.75,71.31,59.13,42.55,78.24,89.73,65.52,61.33,57.92,62.84,79.38,35.41,44.91,49.28,58.61,73.48,56.19,59.38,60.15,50.35,43.76
P100142,Player_0143,25,Marítimo,España,FWD,Izquierdo,23,2024,8.0,5.0,46,803,84.58118417358129,26,13,17,11,2,0,1073.0,12.551127242711823,187.3703803937288,83.7116264571472,85.06510371029138,77.50476937840756,83,91,No,53.57,61.42,68.49,49.51,73.7,41.84,29.05,62.07,48.56,41.28,51.15,26.23,23.78,51.39,56.52,70.91,63.3,59.53,69.06,57.35,44.84,63.69,63.13,49.88,32.0,23.22,62.64,57.18,59.29,63.2,36.51,21.85,57.74,67.97,55.28,27.7,53.61,33.13,26.86,49.88,52.44,48.52,56.57,38.14,51.29,42.72,46.22,54.03,65.89,54.38,59.36,50.15,57.31,65.51,78.19,68.16,49.17,67.17,58.24,40.89,58.44,33.07,58.46,76.28,62.34,67.95,44.33,57.21,60.47,45.42,60.26
P100143,Player_0144,26,Universidad A,Perú,GK,Derecho,23,1978,1.0,1.0,20,1208,80.4584748298907,24,8,16,15,0,0,2526.0,98.42068165770235,197.58996138421634,74.99477540867566,77.58740616574536,79.27462194532092,62,64,No,43.23,66.59,51.17,38.83,41.9,98.24,36.88,57.87,56.03,58.22,56.99,45.99,23.57,52.33,49.81,51.86,58.48,43.8,40.7,63.51,45.07,42.59,41.3,58.92,46.85,83.19,50.86,31.9,43.45,59.83,41.0,49.74,64.68,66.93,42.13,46.15,51.45,70.13,33.5,55.4,50.83,36.54,68.56,64.86,73.07,67.7,50.15,59.29,54.98,36.39,30.43,55.54,51.45,44.95,48.61,76.54,17.31,59.6,62.64,64.52,29.32,45.6,44.85,54.38,33.06,55.68,36.73,45.54,70.18,62.63,51.86
P100144,Player_0145,19,Real Verde,Uruguay,GK,Derecho,18,1584,0.0,2.0,18,1099,77.35602133038165,18,8,13,3,1,0,1190.0,56.81774341821237,175.44681714538436,74.44393312346389,75.62322149042329,61.7445904037596,70,70,No,85.5,42.1,54.22,35.8,47.35,80.44,23.46,42.08,47.79,44.5,42.49,75.4,41.68,55.95,40.81,55.99,64.04,48.88,41.42,48.15,58.03,63.0,53.86,48.81,69.18,40.6,43.82,76.91,48.55,59.89,36.7,65.01,32.74,31.63,63.39,44.58,46.36,56.46,45.65,34.28,41.48,35.38,67.42,68.09,37.39,56.53,45.91,71.89,85.54,60.98,42.29,32.62,53.67,47.66,28.36,51.19,81.69,62.09,32.57,49.72,55.6,57.39,25.46,48.24,53.92,47.2,21.06,47.73,61.76,41.42,42.95
P100145,Player_0146,30,Rangers,Uruguay,DEF,Derecho,17,1479,0.0,0.0,22,940,70.04715412615342,20,11,10,10,0,0,2431.0,91.52006553870861,,62.169064361620805,65.80949916392784,90.87138959992274,71,77,No,49.57,49.14,72.87,53.32,64.16,56.03,27.1,59.02,32.91,43.75,39.16,48.45,46.27,44.29,45.86,54.02,45.86,47.41,79.88,65.59,42.52,51.6,50.43,51.2,49.69,51.31,46.22,40.78,44.18,23.96,60.43,57.23,80.17,32.07,43.95,67.5,55.38,74.47,72.14,13.55,53.86,53.94,49.66,43.48,73.43,49.59,2.95,43.36,81.07,33.24,68.26,65.64,46.16,52.84,48.96,42.09,39.97,71.31,47.4,38.42,58.24,56.4,27.62,40.34,24.52,88.25,44.56,39.85,42.5,38.69,47.25
P100146,Player_0147,29,Independiente,Brasil,DEF,Derecho,14,966,4.0,0.0,27,1029,95.35816599000532,17,8,13,8,0,0,552.0,12.687713905444053,172.60049725068876,76.86008026925967,58.45105154186321,79.78325524145508,68,71,No,44.84,79.99,61.63,48.26,63.93,41.14,57.33,51.32,31.75,75.63,68.66,37.16,65.39,32.34,56.94,50.71,75.18,54.98,26.82,65.29,43.39,42.68,50.44,41.38,76.92,62.08,32.84,39.09,30.36,64.52,49.0,35.35,73.58,57.57,52.78,52.08,29.63,58.39,43.72,63.06,59.59,49.08,48.02,74.88,29.95,41.4,67.05,72.28,47.93,39.51,39.81,28.48,80.03,47.78,56.97,57.13,72.26,43.71,44.77,62.46,23.08,72.35,76.07,53.69,35.93,62.8,47.13,52.13,53.28,40.12,55.21
P100147,Player_0148,19,Laguna FC,Argentina,DEF,Izquierdo,25,1750,0.0,0.0,14,341,72.13259866546208,29,12,16,7,0,0,399.0,8.307736112378466,,76.73248437710633,61.57495293675487,65.16696671152687,53,55,No,39.57,41.8,35.38,44.61,46.87,43.07,46.15,7.08,55.79,43.92,43.9,29.18,73.27,73.98,24.97,46.47,63.92,44.62,40.91,39.93,54.69,89.23,62.42,33.37,40.57,45.98,37.11,34.31,61.25,42.46,55.58,76.74,42.13,54.12,34.65,56.23,69.5,68.73,50.63,42.22,53.55,50.77,56.92,40.48,44.0,46.73,60.0,61.99,43.53,32.74,55.44,60.98,47.99,39.3,42.83,74.59,53.33,65.2,37.95,68.15,63.42,48.46,59.13,69.41,33.38,42.11,57.86,50.3,56.17,60.32,57.48
P100148,Player_0149,23,Deportivo Sol,Francia,DEF,Derecho,20,1300,0.0,1.0,19,944,74.76577404630336,18,11,13,5,0,0,178.0,7.372368619667945,180.33065140343086,70.39687296530283,64.55732391056748,70.1765963671638,70,72,No,69.24,51.16,87.3,48.29,46.61,67.96,50.33,34.14,36.79,45.07,59.86,69.08,62.03,58.52,66.45,59.32,36.45,46.69,42.27,68.93,35.68,35.97,52.55,78.94,61.02,65.63,33.4,60.03,33.33,60.96,26.44,44.91,19.2,36.73,28.63,59.77,51.42,42.99,51.76,37.54,54.83,48.83,84.21,74.5,64.11,54.38,56.31,68.61,54.32,55.24,41.35,39.69,48.39,10.78,49.56,46.37,63.19,68.37,88.57,58.69,52.28,41.51,34.27,63.71,49.59,56.37,50.28,50.67,53.29,56.33,64.11
P100149,Player_0150,20,Atlético Norte,España,GK,Derecho,14,1176,0.0,,18,1175,81.92076002035157,26,11,15,8,1,0,519.0,9.852076778977041,178.68890167893056,82.17279794550053,54.068458204578015,57.008454701005675,65,74,No,62.62,54.76,21.15,53.85,45.78,53.27,75.65,49.73,43.14,43.3,28.76,56.06,58.02,50.98,63.8,63.94,51.05,58.78,82.59,37.67,61.6,51.3,65.69,38.1,53.0,39.81,23.5,71.07,43.48,37.36,41.35,77.37,69.66,46.73,62.92,33.87,57.85,43.54,56.54,29.39,41.07,52.73,52.57,28.06,35.42,56.35,54.59,59.83,52.85,34.2,44.69,57.97,34.97,33.11,45.46,54.07,22.36,46.36,57.78,60.73,34.94,55.58,64.91,59.1,43.82,14.22,53.14,73.68,62.36,61.32,52.53
P100150,Player_0151,28,Deportivo Sol,Portugal,FWD,Izquierdo,21,1344,8.0,2.0,43,1090,72.33538341643317,16,13,21,8,1,0,202.0,4.9995017332054115,179.36707659169798,63.184249107402515,66.02154223820229,81.3905192440756,61,63,No,35.68,60.55,64.92,50.27,87.13,62.36,46.35,37.76,35.38,55.03,42.67,75.11,71.99,59.5,32.32,39.92,68.84,41.55,66.83,57.12,50.78,39.46,48.59,52.84,65.49,36.71,46.06,50.67,59.94,36.37,30.25,60.11,27.23,69.27,47.66,26.79,42.79,55.69,42.01,50.3,61.1,46.97,35.94,45.52,71.22,75.28,19.7,66.37,53.75,63.86,41.74,23.48,58.77,35.89,29.18,30.22,59.01,52.09,61.74,60.04,43.69,48.94,42.33,46.85,35.49,55.86,66.13,37.75,69.22,51.7,53.62
P100151,Player_0152,18,City Club,Argentina,DEF,Derecho,28,2100,,1.0,25,457,74.64149687112426,18,9,11,10,1,0,564.0,12.59577639625314,178.79143420330544,94.17964567779305,61.60249398183373,65.71370065985586,73,80,No,59.22,40.64,54.05,50.44,32.3,51.14,53.56,65.94,72.42,34.71,55.32,16.74,62.77,66.46,9.92,44.91,36.54,44.87,41.9,49.35,64.81,45.29,35.19,47.04,46.2,48.7,40.58,55.44,69.4,30.97,56.76,64.4,43.49,68.78,49.09,33.11,30.93,61.77,60.39,73.46,60.06,48.51,57.23,51.08,45.01,41.76,24.15,38.87,49.71,9.41,42.28,63.81,70.15,42.09,41.53,39.2,41.62,67.14,74.44,24.67,37.83,22.05,49.57,42.67,55.38,59.95,58.28,25.31,49.61,24.56,76.05
P100152,Player_0153,23,Deportivo Sol,Portugal,GK,Derecho,22,1562,,2.0,20,590,71.14345656202853,16,7,18,7,1,0,2151.0,73.72670217752975,190.8352606089954,96.3074190198132,68.04175242620309,72.9895859416382,49,52,No,25.34,37.36,74.56,74.05,51.07,56.98,40.93,49.55,38.36,38.33,59.19,40.92,57.38,47.79,71.27,58.29,53.66,28.55,42.64,49.25,50.82,59.95,53.09,34.5,58.88,43.08,40.29,33.46,44.73,41.64,67.41,45.99,57.98,22.96,61.17,59.62,28.16,36.92,40.06,46.96,39.43,46.33,59.8,41.63,54.46,52.63,5.64,37.88,64.78,36.58,33.94,65.54,52.3,71.86,43.03,68.03,36.67,11.47,60.1,58.6,60.09,46.9,72.0,62.98,62.37,51.82,29.8,51.01,55.39,80.49,53.99
P100153,Player_0154,20,Real Verde,México,FWD,Izquierdo,22,1320,3.0,1.0,26,1140,79.45167205554031,20,14,17,15,1,0,68.0,0.9430779472590725,174.5909961087646,77.4311020742866,80.23482141092872,68.00673616620293,77,80,No,48.27,63.46,28.59,71.61,12.23,30.56,52.64,54.66,72.68,52.9,48.48,56.67,14.88,34.89,32.37,64.28,69.5,77.97,58.54,63.38,51.41,42.51,33.81,32.46,29.43,60.97,43.85,39.15,19.59,36.3,45.69,26.95,89.9,29.89,67.29,48.19,41.5,46.26,50.21,53.4,35.27,58.39,45.81,30.03,43.58,71.3,53.29,50.07,44.03,45.21,53.3,46.02,56.81,54.85,32.11,57.92,35.68,35.06,49.62,53.87,59.22,17.65,61.84,56.19,39.11,46.46,52.97,-2.35,31.23,67.42,40.96
P100154,Player_0155,24,Universidad A,México,MID,Derecho,17,1071,3.0,1.0,32,965,65.9393189218885,33,14,11,11,1,0,1000.0,20.38701822355797,174.75614165851047,75.89581412864601,72.45030120517117,48.320607345663745,76,77,No,48.64,67.66,38.86,52.13,56.59,39.78,54.57,65.1,48.99,61.26,39.89,33.55,60.43,41.61,24.85,38.6,70.21,65.9,33.19,28.07,43.86,65.61,47.06,47.19,40.79,45.93,62.71,51.28,46.97,59.76,51.07,64.25,39.8,54.08,63.31,73.3,33.6,47.39,30.26,35.45,50.28,19.6,56.29,58.36,48.85,37.39,46.34,81.75,42.19,38.18,15.32,65.66,31.4,51.32,81.6,55.54,55.37,45.11,54.71,51.14,58.1,13.75,55.69,56.5,88.21,49.94,53.32,55.94,56.37,31.5,62.28
P100155,Player_0156,21,Marítimo,Perú,GK,Izquierdo,19,1805,0.0,2.0,19,1121,,23,12,8,2,0,0,316.0,11.0479127524693,181.8998690310649,63.68074593527865,72.66428547409585,93.74663988114138,49,53,No,55.6,54.53,45.12,42.98,21.5,71.99,44.25,72.12,48.56,59.67,51.11,56.22,34.86,67.74,44.5,63.89,28.09,38.68,55.58,47.55,56.85,53.11,77.42,58.11,43.51,44.1,68.06,27.07,58.39,33.26,66.64,43.52,57.89,50.56,29.2,59.6,39.19,62.03,34.97,53.63,50.59,40.96,70.7,50.5,43.68,54.48,28.16,86.78,33.71,58.28,50.92,67.71,52.67,40.43,22.13,23.3,46.43,70.56,24.92,77.74,66.3,29.77,33.72,35.23,54.49,49.16,48.6,42.43,52.67,62.56,48.08
P100156,Player_0157,22,Real Verde,Perú,DEF,Izquierdo,28,2632,0.0,0.0,27,1297,79.06339761367119,14,13,11,12,0,2,196.0,6.519647826411807,173.9905679134545,68.2470218905063,62.06875322726162,75.22253698616227,60,62,No,66.72,23.19,48.36,27.12,39.65,43.97,32.66,31.3,32.03,68.31,48.95,69.0,43.93,44.25,43.65,5.27,57.6,48.4,50.77,18.63,49.57,43.42,51.88,48.86,42.72,58.45,65.37,43.88,28.27,29.26,56.34,69.44,22.8,34.73,45.01,19.4,48.55,55.45,57.2,44.0,44.65,34.68,23.43,47.19,56.13,50.24,66.64,55.18,59.89,52.52,77.89,42.65,60.18,53.72,61.07,55.0,49.36,55.67,57.55,59.5,71.95,52.91,33.54,52.47,43.33,42.92,45.18,36.46,14.01,72.13,42.67
P100157,Player_0158,18,Atlético Norte,México,MID,Izquierdo,18,1314,5.0,5.0,24,1053,71.35868702171737,13,7,14,6,0,0,2881.0,119.72536349140127,166.64879003966857,76.95074937994805,67.99656534231742,64.71449815669138,68,71,No,23.3,84.72,46.7,51.17,83.61,56.3,41.04,35.38,53.14,66.0,65.81,36.92,51.55,43.24,47.78,63.58,49.25,59.79,60.24,40.84,68.43,33.57,31.05,42.84,35.37,59.08,88.45,66.92,37.75,35.03,64.66,32.24,35.23,55.54,41.87,51.79,45.04,49.58,63.12,59.32,63.76,59.59,60.63,49.97,28.18,48.39,54.74,51.11,56.3,80.91,42.48,43.93,68.13,51.87,56.82,41.12,39.01,31.89,52.59,35.32,33.48,59.92,40.48,32.0,30.45,63.68,48.4,44.01,52.57,51.14,42.06
